Year,ISO_Code,Countries,Economic Freedom Summary Index,Rank,Quartile,Government consumption,data,Transfers and subsidies,data,Government investment,data,Top marginal income tax rate,data,Top marginal income and payroll tax rate,data,Top marginal tax rate,State ownership of assets,Size of Government,Judicial independence,Impartial courts,Protection of property rights,Military interference in rule of law and politics,Integrity of the legal system,Legal enforcement of contracts,Regulatory restrictions on the sale of real property,Reliability of police,Gender Legal Rights Adjustment,Legal System & Property Rights,Money growth,data,Standard deviation of inflation,data,Inflation: Most recent year,data,Freedom to own foreign currency bank accounts,Sound Money,Revenue from trade taxes (% of trade sector),data,Mean tariff rate,data,Standard deviation of tariff rates,data,Tariffs,Non-tariff trade barriers,Compliance costs of importing and exporting,Regulatory trade barriers,Black market exchange rates,Financial Openness,Capital controls,Freedom of foreigners to visit,Controls of the movement of capital and people,Freedom to trade Internationally,Ownership of banks,Private sector credit,Interest rate controls/negative real interest rates),Credit market regulations,Hiring regulations and minimum wage,Hiring and firing regulations,Centralized collective bargaining,Hours Regulations,Mandated cost of worker dismissal,Conscription,Labor market regulations,Administrative requirements,Regulatory Burden,Starting a business,Impartial Public Administration,Licensing restrictions,Tax compliance,Business regulations,Regulation
2015,BEN,Benin,5.89,133,4,7.89,13.18,9.77,1.34,5.96,29.15,4,45,3,46,3.5,7.45,6.91,5.5,4.63,4.53,,6.19,1.07,3.95,5.13,0.76,3.91,8.96,5.2,8.84,2.89,9.94,0.32,0,6.93,5.84,6.24,7.56,12.2,7.02,7.44,6.81,3.67,5.16,4.41,10,1.66,0.77,1.77,1.4,5.65,8,5.28,5,6.09,6.1,4.34,7.38,8,7.57,1,5.73,3.91,2.22,9.67,5.33,9.48,6.97,6.26,6.03
2015,BFA,Burkina Faso,6.02,128,4,6.4,18.23,10,0.19,0.82,47.14,9,25,4,42,6.5,6.99,6.14,4.43,4.49,4.25,3.33,5.64,2.14,4.76,5.08,0.82,3.89,8.99,5.03,9.03,2.42,9.81,0.95,0,6.96,7.52,3.72,7.56,12.2,7.02,7.44,7.37,5.49,3.59,4.54,10,1.66,0.77,7.19,3.21,6.28,8,8.03,5,7.01,6.67,5.15,7.19,6,7.94,10,7.16,4.33,2,9.1,6.54,8.94,6.97,6.31,6.83
2015,BGD,Bangladesh,6.16,123,4,9.72,6.94,9.72,1.51,7.54,23.61,9,25,9,25,9,6.82,8.56,3.49,3.54,4.53,4.17,3.12,0.94,3.09,3.48,0.76,2.91,9.22,3.92,9.53,1.18,8.76,6.19,0,6.88,6.24,5.64,7.22,13.9,6.16,9.59,6.54,5.91,0.16,3.04,10,1.66,0,7.63,3.1,5.67,5,8.63,10,7.88,10,5.48,6.72,10,1.37,10,7.26,3.6,3.78,9.23,2.84,6.53,5.12,5.18,6.77
2015,BGR,Bulgaria,7.59,43,2,5.73,20.51,5.85,15.74,5.73,29.94,10,10,7,34,8.5,7.98,6.76,5.57,4.84,4.48,8.33,4.99,4.77,8.84,4.21,0.94,5.58,8.3,8.48,9.14,2.16,9.98,-0.1,10,9.36,9.1,1.35,8.98,5.1,7,7.5,8.36,5.4,9.84,7.62,10,10,6.92,7.63,8.19,8.54,10,8.78,10,9.59,5.57,4.76,6.69,6,9.25,10,7.04,4.16,5.56,9.25,6.27,9.2,4.92,6.56,7.73
2015,BHR,Bahrain,7.18,69,2,3.49,28.14,8.03,7.72,9.47,16.87,10,0,10,17,10,2.55,6.71,5.38,5.36,7.44,5,4.82,4.79,8.86,7.76,0.41,4.36,9.96,-0.19,7.13,7.17,9.63,1.84,10,9.18,9.48,0.78,9.06,4.7,7.29,6.77,8.61,6.71,5.88,6.3,10,10,6.15,0.77,5.64,7.64,10,5.28,10,8.43,8.33,5.69,7.7,8,9.59,10,8.22,6.08,7.78,9.67,2.41,8.53,9.7,7.36,8
2015,BHS,"Bahamas, The",7.48,51,2,7.11,15.82,9.04,4.02,10,8.29,10,0,10,9,10,,9.04,7.15,6.62,,10,7.5,4.7,6.15,,1,7.02,8.69,6.57,8.81,2.99,9.63,1.87,0,6.78,4.5,8.25,3.22,33.9,2.27,19.32,3.33,,8.11,8.11,10,0,0.77,10,3.59,6.26,10,8.22,9,9.07,8.9,,,8,6.55,10,8.36,,5.56,9.17,,7.98,7.39,7.52,8.32
2015,BIH,Bosnia and Herzegovina,6.89,85,3,5.49,21.34,5.35,17.56,7.84,22.57,10,10,3,47,6.5,7.18,6.47,4.64,4.47,3.95,,4.9,3.79,7.84,4.92,0.82,4.5,9.34,3.29,9.68,0.8,9.83,-0.85,5,8.46,10,0,8.74,6.3,6.98,7.56,8.57,4.93,9.6,7.26,10,2.26,3.08,8.52,4.62,7.61,10,8.63,10,9.54,4.43,3.76,7.08,10,7.51,10,7.13,2.63,4.67,7.73,4.72,7.97,5.39,5.52,7.4
2015,BLR,Belarus,,,,,,,,10,12.22,,,,,,3.59,6.79,3.86,5.66,,5,4.65,6.97,9.94,,0.88,5.66,6.82,15.9,0,29.97,7.29,13.53,,,,,,,,,,,,,,0,,1.77,0.89,,2,,,,,,,,,,,,,,5.56,,,,
2015,BLZ,Belize,6.76,92,3,6.48,17.98,8.43,6.26,6.5,27.23,9,25,,,9,,7.6,6.79,4.29,7.39,,,3.33,7.29,3.33,0.88,5.08,8.22,8.88,9.54,1.16,9.82,-0.89,0,6.9,6.15,5.77,7.82,10.9,5.07,12.32,6.35,7.92,5.82,6.87,10,1.66,0,6.31,2.65,6.47,10,8.53,10,9.51,7.77,3.29,6.51,8,6.55,10,7.02,3.04,4.89,8.26,,9.14,8.35,6.74,7.76
2015,BOL,Bolivia,6.17,122,4,5.84,20.15,8.84,4.77,0,63.24,10,13,10,13,10,5.7,6.07,3.41,2.87,3.55,5,4.44,3.99,6.75,2.46,1,4.06,8.5,7.49,7.22,6.95,9.19,4.06,10,8.73,9.24,1.14,7.68,11.6,6.38,9.05,7.77,4.92,1.89,3.41,10,4.49,4.62,10,6.37,6.88,8,4.89,10,7.63,1.1,2.01,5.63,8,,3,3.95,2.54,1.33,7.99,4.72,5.67,0,3.71,5.1
2015,BRA,Brazil,6.28,117,3,4.82,23.6,5.79,15.96,10,9.21,8,28,4,44,6,7.39,6.8,6.26,4.92,5.22,6.67,4.75,3.75,8.39,4.04,1,5.5,9.06,4.7,9.61,0.98,8.19,9.03,5,7.97,8.37,2.44,7.3,13.5,6.11,9.72,7.26,4.46,5.83,5.14,10,1.66,2.31,8.19,4.05,6.61,5,3.7,7,5.23,2.23,1.54,5.15,6,7.13,3,4.18,1.14,4.67,7.4,6.37,5,0,4.1,4.5
2015,BRB,Barbados,6.65,99,3,7.32,15.1,5.95,15.38,9.79,15.72,6,38,6,38,6,6.89,7.19,7.62,6.49,6.5,,6.5,3.8,6.17,7.5,0.88,5.99,7.85,10.74,9.27,1.82,9.79,-1.06,0,6.73,7.86,3.21,7.86,10.7,5.63,10.91,7.12,6.04,5.29,5.66,10,1.66,0,9.4,3.69,6.62,8,0.86,10,6.29,8.9,3.9,6.35,8,5.68,10,7.14,4.18,6.67,9.44,7.66,5,7.34,6.71,6.71
2015,BRN,Brunei Darussalam,6.78,91,3,0,55.88,,,,,10,0,10,7,10,,5,5.74,4.89,5.45,8.33,8.33,4.17,4.8,6.15,0.71,5.1,9.69,1.57,4.42,13.95,9.92,0.42,10,8.51,,,9.76,1.2,8.73,3.18,9.24,4.94,2.22,3.58,10,,6.15,4.31,5.23,7.01,,6.6,10,8.3,10,4.55,7.62,10,10,10,8.69,3.85,6.89,9.52,,9.69,9.14,7.82,8.27
2015,BTN,Bhutan,6.98,82,3,4.75,23.86,9.87,0.99,9.45,16.93,9,25,8,26,8.5,5.28,7.57,6.62,6.38,5.6,,6.38,7.37,6.9,7.58,0.94,6.49,9.91,-0.45,9.11,2.23,9.1,4.52,0,7.03,9.11,1.34,5.54,22.3,4.2,14.5,6.28,4.99,9.5,7.25,10,1.66,0,0.33,0.66,6.05,5,8.91,9,7.64,10,5.07,7.06,10,10,10,8.69,4.47,2.44,9.48,8.18,8.45,9.05,7.01,7.78
2015,BWA,Botswana,7.51,48,2,3.43,28.34,7.16,10.91,6.84,26.05,9,25,9,25,9,5.05,6.3,6.79,6.91,6.71,8.33,6.01,3.34,8.1,6.4,0.88,6.19,8.06,9.68,8.89,2.78,9.39,3.06,10,9.08,3.17,10.25,8.48,7.6,5.53,11.17,5.73,6.03,9.2,7.61,10,10,5.38,10,8.46,7.95,8,9.58,10,9.19,10,4.76,6.58,10,3.78,10,7.52,4.14,6.22,8.45,8.26,9.29,8.3,7.44,8.05
2015,CAF,Central African Republic,4.81,157,4,7.29,15.2,9.58,2.04,0,57.96,3,50,,,3,8.6,5.69,4.61,2.47,3.6,,3.33,0.51,4.93,5.71,0.76,3.17,8.56,7.22,8.24,4.39,2.57,37.14,0,4.84,7.01,4.48,6.4,18,6.18,9.54,6.53,,2.64,2.64,10,1.66,1.54,1.44,1.54,5.18,5,9.59,9,7.86,0,,,6,7.01,0,3.25,,1.11,5.27,2.91,7.65,4.59,4.3,5.14
2015,CAN,Canada,8.22,8,1,3.92,26.67,7.17,10.88,9.8,15.69,4,40-55,4,40-55,4,7.66,6.51,8.28,8.22,8.17,10,8.03,5.57,8.67,8.78,1,8.22,9.1,4.5,9.46,1.36,9.77,1.13,10,9.58,9.73,0.4,9.16,4.2,1.94,20.16,6.94,5.75,9.89,7.82,10,10,7.69,5.53,7.74,8.13,10,9.18,10,9.73,8.9,6.35,7.33,8,8.27,10,8.14,4.61,9.33,9.95,9.51,6.86,8.53,8.13,8.67
2015,CHE,Switzerland,8.53,4,1,6.39,18.28,6.06,14.97,10,12.66,8,26-43,6,35-50,7,9.04,7.7,8.76,8.79,9.15,10,8.25,6.67,9.6,9.27,1,8.81,9.62,1.91,9.83,0.42,9.77,-1.14,10,9.81,9.91,0.14,8.66,6.7,0,31.83,6.19,5.84,9.89,7.86,10,10,3.08,7.74,6.94,7.75,8,9.93,10,9.31,10,7.98,8.28,6,10,5,7.88,6.37,8,9.57,9.52,8.37,9.29,8.52,8.57
2015,CHL,Chile,7.9,23,1,6.77,16.99,7.89,8.24,10,10.98,7,40,7,40,7,8.4,8.01,7.5,7.1,7.12,7.5,7.31,5.68,9.07,8.19,0.82,6.78,8.75,6.27,9.37,1.59,9.13,4.35,10,9.31,9.77,0.34,8.8,6,9.83,0.42,9.47,6.91,6.83,6.87,10,6.99,3.08,9.07,6.38,8.18,8,8.85,10,8.95,6.67,3.32,8.46,10,2.52,0,5.16,4.13,8.22,9.82,8.18,8.44,6.74,7.59,7.23
2015,CHN,China,6.24,120,4,2.93,30.04,8.29,6.76,4.22,35.24,6,45,6,45,6,4.26,5.14,4.1,5.02,5.87,5,4.43,5.53,8.51,6.15,0.88,5.25,9.67,-1.66,8.74,3.14,9.71,1.44,5,8.28,9.36,0.96,8.02,9.9,6.95,7.62,8.11,5.49,6.63,6.06,10,1.66,0.77,0.55,0.99,6.29,2,9.4,10,7.13,8.9,5.76,6.42,10,2.52,0,5.6,5.25,3.78,9.07,3.53,6.92,7.1,5.94,6.22
2015,CIV,Cote d'Ivoire,5.87,134,4,8.31,11.73,9.16,3.58,4.41,34.55,3,47,1,58,2,7.58,6.29,5.3,5.16,4.86,3.33,4.89,3.97,6.93,5.08,0.76,4.36,8.91,5.45,9.35,1.63,9.75,1.24,0,7,5.63,6.56,7.56,12.2,7.02,7.44,6.74,4.03,1.83,2.93,10,1.66,0.77,2.43,1.62,5.32,8,8.08,5,7.03,4.43,4.7,6.75,8,7.57,3,5.74,5.07,3.33,9.57,7.7,5.26,6.97,6.32,6.36
2015,CMR,Cameroon,5.69,139,4,7.41,14.8,9.3,3.08,8.77,19.31,5,39,4,41,4.5,6.57,7.31,3.76,3.3,4.41,5,3.68,2.17,3.37,5.56,0.47,2.87,9.35,3.24,9.57,1.07,9.46,2.69,0,7.1,7.53,3.71,6.36,18.2,6.29,9.28,6.72,3.92,0,1.96,10,1.66,0.83,0.55,1.01,4.92,5,6.41,9,6.8,7.23,5.09,6.5,8,7.01,10,7.3,3.97,1.11,8.71,2.11,8.69,2.94,4.59,6.23
2015,COD,"Congo, Dem. Rep.",5.6,142,4,8.61,10.74,10,0.27,7.31,24.4,5,40,3,49,4,5.93,7.17,3.28,2.7,3.81,2.08,2.46,0.97,5.39,4.44,0.35,2.13,9.3,3.52,7.8,5.51,9.85,0.74,5,7.99,7.79,3.32,7.82,10.9,7.65,5.89,7.75,3.21,0,1.61,10,,0.77,0.33,0.55,4.98,0,10,9,6.33,5,3.93,6.96,6,10,3,5.82,4.37,0,9.32,1.42,8.92,6.12,5.02,5.72
2015,COG,"Congo, Rep.",4.6,158,4,1.78,33.95,10,0.46,0,57.67,4,45,2,51,3,6.2,4.2,3.79,3.56,3.69,4.17,2.41,3.01,4.92,,0.59,2.9,9.89,-0.53,4.11,14.73,9.1,4.51,0,5.77,8.89,1.66,6.38,18.1,7,7.5,7.42,,0,0,10,1.66,1.54,1.55,1.58,4.75,0,9.16,9,6.05,1.1,,,4,7.53,10,5.66,,0.67,7.45,2.54,8.23,3.25,4.43,5.38
2015,COL,Colombia,6.69,97,3,6.54,17.78,7.84,8.43,5.49,30.79,7,33,2,52,4.5,7.88,6.45,5.49,4.8,5.18,3.33,4.3,3.48,9.04,3.99,0.88,4.66,8.96,5.21,9.15,2.13,9,5.01,5,8.03,8.85,1.73,8.86,5.7,6.28,9.29,8,5.21,3.63,4.42,9.53,4.16,1.54,9.62,5.11,6.77,10,8.42,10,9.47,8.9,3.94,7.22,10,4.82,1,5.98,2.69,7.78,9.63,6.13,9.72,7.32,7.21,7.56
2015,COM,Comoros,,,,,,,,,,,,,,,,,,,,,,,,,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,CPV,Cabo Verde,7.19,65,2,5.17,22.42,8.73,5.17,10,14.37,8,28,4,44,6,7.63,7.51,6.8,5.93,5.51,,6.52,6.06,8.83,5.44,1,6.44,9.29,3.54,9.17,2.08,9.97,0.13,5,8.36,7.55,3.68,8,10,4.84,12.9,6.8,5.04,5.38,5.21,10,1.66,3,10,4.89,6.72,10,8.48,10,9.49,3.9,4.29,6.81,8,2.52,1,4.42,4.37,3.78,9.49,6.44,8.63,7.98,6.78,6.9
2015,CRI,Costa Rica,7.74,33,1,5.39,21.67,8.5,6,10,14.36,9,25,4,44,6.5,7.81,7.64,7.69,6.21,6.01,10,6.42,3.52,8.52,5.79,0.88,6.37,9.39,3.07,9.79,0.53,9.84,0.8,10,9.75,8.61,2.08,8.88,5.6,6.24,9.41,7.91,4.67,7.47,6.07,10,10,7.69,9.29,8.99,8.24,5,6.13,9,6.71,2.23,5.37,5.9,8,5.66,10,6.19,2.61,4.89,9.18,8.83,8.99,8.31,7.13,6.68
2015,CYP,Cyprus,7.84,27,1,6.34,18.45,6.24,14.32,9.45,16.93,7,35,6,37,6.5,8.36,7.38,6.99,6.36,5.44,8.33,7.73,4,6.41,5.76,0.88,6,9.75,1.26,9.42,1.46,9.58,-2.1,10,9.69,9.1,1.35,8.98,5.1,7,7.5,8.36,6.18,9.31,7.75,10,8.8,6.92,7.74,7.82,8.48,10,8.37,10,9.46,5.57,4.49,6.23,10,10,0,6.05,4.95,8.44,9.68,7.67,5,8.58,7.38,7.63
2015,CZE,Czech Republic,7.94,19,1,3.13,29.37,5.04,18.71,8.74,19.41,9,22,4,45,6.5,8.67,6.41,6.93,6.28,5.86,10,7.55,4.43,8.16,5.91,1,6.89,8.85,5.74,9.52,1.2,9.93,0.34,10,9.58,9.1,1.35,8.98,5.1,7,7.5,8.36,6.61,9.96,8.29,10,10,3.08,7.74,6.94,8.4,10,9.31,10,9.77,10,4.19,8.22,10,7.76,10,8.36,3.01,7.33,9.65,8.25,6.89,7.38,7.09,8.41
2015,DEU,Germany,8.01,16,1,3.82,27,3.06,25.95,10,10.6,5,47,5,47,5,9.24,6.23,8.07,8.25,8.02,10,8.14,7.04,6.81,7.24,1,7.95,8.85,5.75,9.8,0.51,9.95,0.23,10,9.65,9.1,1.35,8.98,5.1,7,7.5,8.36,5.94,9.18,7.56,10,10,3.08,7.74,6.94,8.21,5,10,10,8.33,8.9,5.17,4.78,8,6.26,10,7.18,5.46,9.56,9.54,9.91,9.35,7.56,8.56,8.03
2015,DJI,Djibouti,,,,,,,,,,,,,,,,,,,,,,,,,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,DNK,Denmark,8.05,13,1,1.4,35.23,4.53,20.57,9.19,17.82,3,52,2,56,2.5,7.03,4.93,8.54,8.36,7.96,10,9.22,6.84,9.73,8.29,1,8.62,8.79,6.05,9.74,0.66,9.91,0.45,10,9.61,9.1,1.35,8.98,5.1,7,7.5,8.36,5.94,9.96,7.95,10,10,6.92,7.74,8.22,8.63,10,9.26,10,9.75,10,7.42,5.91,8,10,3,7.39,3.84,7.56,9.86,9.93,9.87,8.54,8.27,8.47
2015,DOM,Dominican Republic,7.53,46,2,8.04,12.67,9.59,2.02,9.95,15.18,9,25,7,33,8,8.45,8.81,4.25,3.75,5.04,5,3.9,4.17,8,2.26,1,4.55,9.19,4.05,9.01,2.48,9.83,0.84,10,9.51,8.75,1.88,8.54,7.3,6.44,8.91,7.91,5.64,8.87,7.25,10,7.6,3.85,10,7.15,8.08,5,10,9,8,5.57,3.84,7.22,8,2.78,10,6.23,3.03,4.44,9.24,4.03,7.92,6.45,5.85,6.7
2015,DZA,Algeria,4.9,155,4,1.61,34.52,7.82,8.51,1.99,43.04,7,35,2,53,4.5,2.59,3.7,4.15,4.27,4.39,4.17,4.41,4.51,6.63,6.09,0.71,4.12,9.38,3.09,6.34,9.14,9.04,4.78,5,7.44,8.48,2.28,6.24,18.8,5.79,10.53,6.84,4.29,0,2.14,5.56,1.66,0,1.11,0.92,3.87,0,5.57,10,5.19,5.57,3.78,5.55,6,7.76,3,5.28,3.75,1.56,9.24,3.72,8.8,7.03,5.68,5.38
2015,ECU,Ecuador,6.46,110,3,6.17,19.02,9.59,2,6.93,25.75,7,35,4,48,5.5,5.96,6.83,2.71,3.43,4.38,2.5,4.41,4.07,8.59,4.86,1,4.37,9.36,3.2,8.83,2.93,9.21,3.97,5,8.1,6.53,5.2,7.62,11.9,4.76,13.09,6.31,3.19,5.24,4.21,10,6.99,3.08,10,6.69,6.8,8,7.51,10,8.5,4.43,2.29,6.95,6,0.65,10,5.05,2.03,3.11,8.23,5.57,9.06,2.56,5.09,6.22
2015,EGY,"Egypt, Arab Rep.",5.27,150,4,8.07,12.57,7.07,11.25,1.63,44.29,9,23,5,39,7,3.08,5.37,5.41,4.08,4.9,1.67,4.18,3.33,8.7,3.89,0.41,3.19,7.69,11.53,9.5,1.26,7.93,10.36,5,7.53,8.28,2.58,6.64,16.8,0,142.3,4.97,5.03,2.02,3.53,9.18,1.66,4.62,5.2,3.82,5.38,2,0,10,4,10,4.76,6.65,8,0.65,0,5.01,4.18,2.22,9.71,3.4,8.55,5.61,5.61,4.87
2015,ESP,Spain,7.8,30,1,4.38,25.11,4.56,20.46,10,12.62,4,46,4,46,4,7.88,6.16,6.94,6.78,6.09,8.33,7.99,5.25,7.76,8.65,1,7.22,9.37,3.16,9.78,0.54,9.9,-0.5,10,9.76,9.1,1.35,8.98,5.1,7,7.5,8.36,5.82,9.96,7.89,10,10,3.08,7.74,6.94,8.3,10,7.94,9,8.98,3.9,3.84,6.7,8,5.07,10,6.25,3,7.56,9.49,8.84,7.57,8.3,7.46,7.56
2015,EST,Estonia,8.16,11,1,3.51,28.06,6.06,14.95,7.92,22.27,10,20,4,42,7,7.75,6.45,7.98,7.34,7.57,8.33,7.11,5.93,9.5,8.45,1,7.78,8.51,7.47,9.54,1.14,9.91,-0.46,10,9.49,9.1,1.35,8.98,5.1,8.63,3.42,8.9,6.58,9.92,8.25,10,10,5.38,7.74,7.71,8.72,10,10,10,10,6.67,6.11,8.74,4,9.25,3,6.29,5.14,9.56,9.82,9.65,9.26,9.06,8.75,8.35
2015,ETH,Ethiopia,5.37,147,4,8.38,11.5,9.53,2.21,2.01,42.97,7,35,3,48,5,4.46,5.88,4.2,4.53,4.69,1.67,5.66,5.55,7.01,4.8,0.88,4.48,8.79,6.03,5.2,12.01,7.97,10.13,0,5.49,6.47,5.29,6.52,17.4,5.34,11.66,6.11,4.33,1.76,3.05,10,1.66,0,0.22,0.63,4.95,2,9.08,5,5.36,6.67,4.29,5.34,10,7.04,10,7.22,4.34,1.33,7.75,4.71,8.77,6.57,5.58,6.05
2015,FIN,Finland,7.85,26,1,2.76,30.6,3.25,25.29,8.83,19.11,3,48-54,2,54-60,2.5,6.88,4.84,8.62,8.61,9.12,10,9,6.7,8.08,9.65,1,8.72,8.74,6.3,9.72,0.71,9.96,-0.21,10,9.6,9.1,1.35,8.98,5.1,7,7.5,8.36,7.34,9.12,8.23,10,10,3.08,7.74,6.94,8.38,10,8.23,10,9.41,3.9,4.23,1.96,8,10,3,5.18,5.85,7.78,9.52,9.47,9.86,8.96,8.57,7.72
2015,FJI,Fiji,6.53,108,3,4.3,25.39,9.3,3.06,6.51,27.2,5,49,5,49,5,6.31,6.28,4.13,5.92,4.5,,5.75,5.11,7.71,4.9,0.88,5.11,6.97,15.17,8.66,3.35,9.73,1.37,0,6.34,6.33,5.51,7.7,11.5,0.57,23.58,4.87,,6.42,6.42,10,1.66,0,10,3.89,6.29,10,8.91,10,9.64,7.77,,,10,8.27,10,9.01,,6.89,8.53,5.08,8.62,7.23,7.27,8.64
