Year,ISO_Code,Countries,Economic Freedom Summary Index,Rank,Quartile,Government consumption,data,Transfers and subsidies,data,Government investment,data,Top marginal income tax rate,data,Top marginal income and payroll tax rate,data,Top marginal tax rate,State ownership of assets,Size of Government,Judicial independence,Impartial courts,Protection of property rights,Military interference in rule of law and politics,Integrity of the legal system,Legal enforcement of contracts,Regulatory restrictions on the sale of real property,Reliability of police,Gender Legal Rights Adjustment,Legal System & Property Rights,Money growth,data,Standard deviation of inflation,data,Inflation: Most recent year,data,Freedom to own foreign currency bank accounts,Sound Money,Revenue from trade taxes (% of trade sector),data,Mean tariff rate,data,Standard deviation of tariff rates,data,Tariffs,Non-tariff trade barriers,Compliance costs of importing and exporting,Regulatory trade barriers,Black market exchange rates,Financial Openness,Capital controls,Freedom of foreigners to visit,Controls of the movement of capital and people,Freedom to trade Internationally,Ownership of banks,Private sector credit,Interest rate controls/negative real interest rates),Credit market regulations,Hiring regulations and minimum wage,Hiring and firing regulations,Centralized collective bargaining,Hours Regulations,Mandated cost of worker dismissal,Conscription,Labor market regulations,Administrative requirements,Regulatory Burden,Starting a business,Impartial Public Administration,Licensing restrictions,Tax compliance,Business regulations,Regulation
2016,BEN,Benin,6.18,123,4,8.14,12.31,9.77,1.34,7.44,23.97,4,45,3,46,3.5,7.73,7.32,5.4,4.61,4.66,,6.29,1.07,6.58,5.51,0.76,4.3,9.44,2.8,8.8,2.99,9.81,-0.93,0,7.01,5.84,6.24,7.56,12.2,7.02,7.44,6.81,4.27,5.16,4.71,10,1.66,0.77,1.77,1.4,5.73,10,5.46,5,6.82,6.1,4.97,7.99,8,7.57,1,5.94,3.72,4.22,9.67,7.15,9.48,6.97,6.87,6.54
2016,BFA,Burkina Faso,6.15,126,4,6.07,19.36,10,0.41,1.92,43.29,9,25,4,42,6.5,6.99,6.29,4.41,4.35,4.25,3.33,5.76,2.14,4.79,5.08,0.82,3.89,9.9,0.49,8.63,3.42,9.95,-0.25,0,7.12,7.52,3.72,7.56,12.2,7.02,7.44,7.37,5.49,3.59,4.54,10,1.66,0.77,7.19,3.21,6.28,10,8.03,5,7.68,6.67,5.15,7.19,6,7.94,10,7.16,4.33,4.22,9.11,6.54,8.94,6.97,6.69,7.17
2016,BGD,Bangladesh,6.14,128,4,9.46,7.85,9.71,1.55,7.86,22.48,8,30,8,30,8,6.82,8.37,3.71,3.72,4.39,4.17,3.12,0.94,3.12,3.75,0.76,2.97,9.49,2.55,9.55,1.13,8.9,5.51,0,6.98,5.55,6.68,7.22,13.9,6.16,9.59,6.31,6.31,0.16,3.24,10,1.66,0,7.63,3.1,5.66,5,8.65,10,7.88,10,5.28,6.69,10,1.37,10,7.22,3.83,2.67,9.14,2.84,6.53,5.12,5.02,6.71
2016,BGR,Bulgaria,7.69,38,1,5.75,20.46,5.97,15.29,6.82,26.12,10,10,7,34,8.5,7.98,7,5.46,4.76,4.18,8.33,5.19,5.08,8.69,4.26,1,5.74,8.46,7.69,9.45,1.36,9.84,-0.8,10,9.44,9,1.5,8.96,5.2,6.84,7.9,8.27,5.37,9.84,7.6,10,10,6.92,7.63,8.19,8.51,10,8.83,10,9.61,5.57,4.58,6.82,6,9.25,10,7.04,3.91,6.22,9.25,6.27,9.33,4.92,6.65,7.77
2016,BHR,Bahrain,7.08,77,2,3.69,27.46,8.03,7.72,10,14.1,10,0,10,17,10,2.55,6.85,5.38,5.38,7.44,5,4.82,4.79,8.86,7.76,0.41,4.36,9.9,0.52,8.21,4.47,9.44,2.8,10,9.39,9.48,0.78,9.06,4.7,7.03,7.43,8.52,6.71,5.88,6.3,10,10,6.15,0.77,5.64,7.62,10,2.83,10,7.61,8.33,5.69,7.7,8,0,10,6.62,6.08,8,9.68,2.41,8.07,9.68,7.32,7.18
2016,BHS,"Bahamas, The",7.43,52,2,7.17,15.63,8.56,5.79,10,10.16,10,0,10,9,10,,8.93,7.15,6.02,,10,6.81,4.7,6.15,,1,6.8,7.85,10.75,8.98,2.56,9.93,-0.35,0,6.69,5.09,7.37,3.36,33.2,1.9,20.25,3.45,,8.11,8.11,10,0,0.77,10,3.59,6.29,10,8.09,10,9.36,8.9,,,8,6.55,10,8.36,,5.56,9.17,,7.98,7.39,7.52,8.42
2016,BIH,Bosnia and Herzegovina,6.84,88,3,5.65,20.79,5.45,17.19,7.67,23.16,10,10,3,47,6.5,7.18,6.49,4.36,4.19,3.98,,4.89,3.79,7.84,4.37,0.82,4.35,8.81,5.97,9.71,0.73,9.75,-1.25,5,8.32,9.99,0.02,8.74,6.3,6.93,7.69,8.55,4.74,9.6,7.17,10,1.66,3.08,8.52,4.42,7.53,10,8.68,10,9.56,5.57,3.89,7.44,10,7.51,10,7.4,2.49,5.11,7.8,5.01,7.74,5.39,5.59,7.52
2016,BLR,Belarus,6.15,126,4,5.2,22.31,5.07,18.61,10,12.22,10,13,5,36,7.5,3.79,6.31,4,5.75,,5,4.66,6.97,9.94,,0.88,5.7,8.7,6.51,0,27.04,7.63,11.84,5,5.33,8.07,2.9,8.56,7.2,6.49,8.78,7.7,,9.73,9.73,10,1.66,0.77,1.77,1.4,7.21,2,4.55,5,3.85,10,,,10,7.76,1,7.19,,5.56,9.83,5.65,9.04,7.94,7.6,6.21
2016,BLZ,Belize,6.8,91,3,6.35,18.42,8.43,6.26,6.34,27.82,9,25,,,9,,7.53,6.79,4.12,7.39,,,3.33,7.29,3.33,0.88,5.06,9.41,2.94,9.55,1.14,9.86,0.7,0,7.2,7.26,4.11,7.8,11,4.98,12.54,6.68,7.92,5.82,6.87,10,1.66,0,6.31,2.65,6.55,10,7.82,10,9.27,7.77,3.29,6.51,8,6.55,10,7.02,3.04,4.89,8.26,,8.84,8.35,6.68,7.66
2016,BOL,Bolivia,6.35,117,3,5.81,20.23,8.84,4.77,0,62.62,10,13,10,13,10,5.7,6.07,3.47,2.84,3.55,5,4.44,4.49,6.75,2.46,1,4.12,9.97,0.15,8.3,4.25,9.28,3.63,10,9.39,9.24,1.14,7.66,11.7,6.35,9.13,7.75,4.92,3.05,3.98,10,4.49,4.62,10,6.37,7.02,8,4.89,10,7.63,1.1,2.01,5.63,8,,3,3.95,2.54,1.78,7.99,4.72,5.66,0,3.78,5.12
2016,BRA,Brazil,6.51,108,3,4.71,23.97,5.37,17.49,10,9.34,8,28,4,44,6,8.18,6.85,6.24,4.84,5.52,6.67,4.45,3.46,8.35,4.3,1,5.48,9.1,4.48,9.53,1.17,8.25,8.74,10,9.22,8.61,2.08,7.3,13.5,6.11,9.72,7.34,4,7.02,5.51,10,1.66,2.31,8.19,4.05,6.73,5,3.62,5,4.54,2.23,1.34,5.2,6,7.13,3,4.15,1.12,5.11,7.4,6.23,5,0,4.14,4.28
2016,BRB,Barbados,6.59,101,3,7.34,15.06,5.95,15.38,9.61,16.37,6,37,6,37,6,6.89,7.16,7.62,6.31,6.5,,6.5,3.8,6.17,7.5,0.88,5.97,6.7,16.52,9.2,1.99,9.98,-0.1,0,6.47,8.01,2.99,7.86,10.7,5.63,5.63,7.17,6.04,5.29,5.66,10,1.66,0,9.4,3.69,6.63,8,0.86,10,6.29,8.9,3.9,6.35,8,5.68,10,7.14,4.18,6.67,9.44,7.66,5,7.25,6.7,6.71
2016,BRN,Brunei Darussalam,6.92,85,3,0,55.35,,,,,10,0,10,7,10,,5,5.76,5.04,5.66,8.33,8.33,4.17,4.8,6.56,0.71,5.19,9.5,2.51,5.84,10.41,9.85,-0.73,10,8.8,,,9.76,1.2,8.76,3.11,9.26,5.19,2.34,3.76,10,,6.15,4.31,5.23,7.06,,8.26,10,9.13,10,4.7,7.42,10,10,10,8.69,3.98,6.89,9.59,,9.56,9.28,7.86,8.56
2016,BTN,Bhutan,6.88,87,3,4.45,24.88,9.85,1.05,7.89,22.39,9,25,8,26,8.5,5.28,7.19,6.55,6.24,5.84,,6.5,7.37,6.9,7.97,0.94,6.57,8.67,6.63,9.09,2.29,9.12,4.38,0,6.72,9.06,1.41,5.54,22.3,4.2,14.5,6.27,5.37,9.5,7.43,10,1.66,0,0.33,0.66,6.09,5,9.3,9,7.77,10,5.34,6.65,10,10,10,8.66,4.77,2.44,9.57,8.18,8.47,9.05,7.08,7.84
2016,BWA,Botswana,7.54,49,2,3.64,27.61,7.16,10.91,7.96,22.15,9,25,9,25,9,5.05,6.56,6.53,6.72,6.81,8.33,6.01,3.07,7.81,6.06,0.88,6.04,8.75,6.23,8.23,4.43,9.25,3.77,10,9.06,5.05,7.43,8.48,7.6,5.59,11.02,6.37,5.64,9.39,7.51,10,10,5.38,10,8.46,8.09,8,9.57,9,8.86,10,4.78,6.5,10,3.78,10,7.51,4.3,6.22,8.46,8.26,9.19,8.65,7.51,7.96
2016,CAF,Central African Republic,5.25,154,4,7.46,14.64,9.58,2.04,0,50.9,5,40,,,5,8.6,6.13,4.68,2.39,3.6,,3.45,0.51,4.97,5.71,0.76,3.19,8.65,6.76,8.41,3.98,9.08,4.6,0,6.53,6.04,5.94,6.4,18,6.18,9.54,6.21,,2.64,2.64,10,1.66,1.54,1.44,1.54,5.1,5,9.59,10,8.2,0,,,6,7.01,0,3.25,,1.11,6.21,2.91,7.32,4.59,4.42,5.29
2016,CAN,Canada,8.28,6,1,3.94,26.62,7.11,11.11,9.71,16,5,45-54,5,45-54,5,7.66,6.68,8.31,8.18,8.38,10,8.04,5.57,8.97,8.82,1,8.28,8.99,5.04,9.61,0.97,9.72,1.42,10,9.58,9.72,0.42,9.18,4.1,2.24,19.39,7.05,5.95,9.89,7.92,10,10,7.69,5.53,7.74,8.18,10,9.14,10,9.71,8.9,6.46,7.44,8,8.27,10,8.18,4.69,9.11,9.95,9.51,6.85,8.53,8.11,8.67
2016,CHE,Switzerland,8.56,4,1,6.4,18.24,5.99,15.21,10,12.32,8,26-43,6,35-50,7,9.04,7.69,8.78,8.71,9.23,10,8.25,6.46,9.6,9.27,1,8.79,9.92,0.39,9.85,0.37,9.91,-0.43,10,9.92,9.91,0.14,8.74,6.3,0,29.42,6.22,6.39,9.89,8.14,10,10,3.08,7.74,6.94,7.82,8,9.93,10,9.31,10,7.7,8.37,6,10,5,7.85,6.33,8,9.57,9.52,8.37,9.29,8.52,8.56
2016,CHL,Chile,7.9,22,1,6.52,17.84,7.84,8.41,10,10.6,7,40,7,40,7,8.4,7.95,7.52,6.95,7.07,7.5,7.31,5.68,9.07,8.15,0.82,6.75,8.71,6.43,9.37,1.58,9.24,3.79,10,9.33,9.78,0.33,8.8,6,9.83,0.42,9.47,7.23,6.83,7.03,10,6.99,3.08,9.07,6.38,8.22,8,8.84,10,8.95,6.67,3.38,8.46,10,2.52,0,5.17,4.04,7.78,9.79,8.18,8.75,6.74,7.55,7.22
2016,CHN,China,6.27,118,3,3.02,29.73,8.29,6.76,3.65,37.23,6,45,6,45,6,4.26,5.04,4.29,5.13,5.96,5,4.43,4.87,8.51,5.98,0.88,5.2,9.98,-0.09,9.59,1.03,9.6,2,5,8.54,9.36,0.96,8.02,9.9,7.27,6.83,8.22,5.81,6.63,6.22,10,1.66,0.77,0.55,0.99,6.36,2,9.4,10,7.13,8.9,5.77,6.05,10,2.52,0,5.54,5.63,3.11,9.26,3.53,6.87,7.68,6.01,6.23
2016,CIV,Cote d'Ivoire,5.92,134,4,8.11,12.43,9.51,2.3,2.91,39.8,3,47,1,58,2,7.58,6.02,5.28,5.16,4.86,3.33,4.84,3.97,7,5.08,0.76,4.36,9.09,4.53,9.46,1.36,9.85,0.73,0,7.1,5.09,7.36,7.56,12.2,7.02,7.44,6.56,4.03,1.83,2.93,10,1.66,0.77,2.43,1.62,5.28,10,8.08,5,7.69,5.57,4.7,6.75,8,7.57,3,5.93,5.07,3.33,9.59,7.96,8.27,6.97,6.87,6.83
2016,CMR,Cameroon,5.74,145,4,7.38,14.91,9.44,2.54,8.22,21.23,5,39,4,43,4.5,6.57,7.22,3.56,3.05,4.4,5,3.66,2.17,3.37,5.4,0.47,2.81,9.59,2.07,9.47,1.31,9.83,0.87,0,7.22,7.22,4.17,6.36,18.2,6.29,6.29,6.62,4.73,0,2.36,10,1.66,0.83,0.55,1.01,5,5,6.5,10,7.17,7.23,4.86,6.91,8,7.01,10,7.33,3.97,2.89,9.04,1.78,8.69,3.01,4.9,6.47
2016,COD,"Congo, Dem. Rep.",5.75,143,4,8.95,9.58,10,0.21,10,8.57,5,40,3,48,4,5.93,7.78,3.48,2.63,3.51,2.5,2.46,0.97,5.63,3.94,0.35,2.12,8.78,6.08,9.24,1.9,9.42,2.89,5,8.11,7.79,3.32,7.82,10.9,7.65,5.89,7.75,4.03,0,2.02,10,,0.77,0.33,0.55,5.08,0,10,9,6.33,1.67,5.23,6.94,8,10,3,5.81,3.41,0,9.44,1.42,8.91,6.12,4.88,5.67
2016,COG,"Congo, Rep.",4.64,161,4,1.99,33.24,10,0.44,0,60.75,5,40,3,46,4,6.2,4.44,3.79,3.55,3.69,5,2.41,3.01,3.96,,0.59,2.88,7.76,-11.19,5.37,11.57,9.36,3.19,0,5.62,8.97,1.54,7.62,11.9,7,7,7.86,,0,0,10,1.66,1.54,1.55,1.58,4.86,0,8.17,10,6.06,1.1,,,4,7.53,10,5.66,,0.67,7.61,2.54,8.23,3.25,4.46,5.39
2016,COL,Colombia,6.74,95,3,6.65,17.4,7.87,8.3,7.63,23.29,7,33,2,52,4.5,8.05,6.94,5.61,4.73,4.8,3.82,4.32,3.23,9.09,3.92,0.88,4.65,9.06,4.68,9.33,1.66,8.5,7.52,5,7.97,8.87,1.69,8.68,6.6,5.93,10.16,7.83,5.01,3.63,4.32,9.53,4.16,1.54,9.62,5.11,6.7,10,8.65,10,9.55,8.9,3.88,6.43,10,4.82,1,5.84,2.63,7.33,9.5,6.27,8.75,7.32,6.97,7.45
2016,COM,Comoros,,,,,,,,,,,,,,,,,,,,,,,,,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,CPV,Cabo Verde,7.21,65,2,5.44,21.49,8.68,5.35,10,9.05,8,28,4,44,6,7.63,7.55,6.77,5.74,5.46,,6.64,6.06,8.83,5.42,1,6.42,8.49,7.57,9.3,1.75,9.72,-1.41,5,8.13,7.37,3.94,8,10,4.84,4.84,6.74,4.92,6.66,5.79,10,1.66,3,10,4.89,6.85,10,8.61,10,9.54,3.9,4.35,7.05,8,5.07,1,4.89,4.55,3.78,9.49,6.57,9.17,7.98,6.92,7.12
2016,CRI,Costa Rica,7.77,34,1,5.44,21.52,8.54,5.86,10,14.98,9,25,4,44,6.5,7.81,7.66,7.77,6.21,6.3,10,6.42,3.52,8.67,6.1,0.88,6.47,9.51,2.45,9.61,0.97,10,0,10,9.78,8.51,2.24,8.88,5.6,6.39,9.02,7.93,4.71,7.47,6.09,10,10,7.69,9.29,8.99,8.25,5,6.39,9,6.8,2.23,4.8,6.18,8,5.66,10,6.15,2.58,4.89,9.19,8.8,8.71,8.31,7.08,6.67
2016,CYP,Cyprus,7.85,23,1,6.41,18.22,5.91,15.51,10,14.36,7,35,6,37,6.5,8.36,7.43,6.99,6.34,5.87,8.33,7.73,4,6.41,6.15,0.88,6.1,8.74,6.32,9.51,1.23,9.71,-1.43,10,9.49,9,1.5,8.96,5.2,6.84,7.9,8.27,6.43,9.31,7.87,10,8.8,6.92,7.74,7.82,8.49,10,8.73,10,9.58,5.57,4.59,6.12,10,10,1,6.21,4.77,8.44,9.68,7.67,5,8.58,7.36,7.71
2016,CZE,Czech Republic,7.94,19,1,3.23,29.03,5.06,18.64,10,13.07,9,22,4,45,6.5,8.67,6.69,6.89,6.07,6.05,10,7.53,4.53,8.16,6.26,1,6.94,7.9,10.49,9.77,0.57,9.87,0.64,10,9.39,9,1.5,8.96,5.2,6.84,7.9,8.27,6.87,9.96,8.42,10,10,3.08,7.74,6.94,8.41,10,9.31,10,9.77,8.9,3.84,8.22,10,7.76,10,8.12,2.72,7.33,9.7,8.25,6.89,7.22,7.02,8.3
2016,DEU,Germany,8,17,1,3.73,27.32,3.06,25.97,10,10.77,5,47,5,47,5,9.24,6.21,8.03,8.2,7.6,10,8.14,7.04,6.81,7.23,1,7.88,8.14,9.28,9.87,0.32,9.9,0.48,10,9.48,9,1.5,8.96,5.2,6.84,7.9,8.27,6.84,9.18,8.01,10,10,3.08,7.74,6.94,8.3,5,10,10,8.33,8.9,5.99,5.49,8,6.26,10,7.44,6.29,9.78,9.54,9.91,8.86,7.56,8.66,8.14
2016,DJI,Djibouti,,,,,,,,,,,,,,,,,,,,,,,,,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,DNK,Denmark,8.1,11,1,1.51,34.88,4.72,19.87,9.3,17.46,3,52,2,56,2.5,7.03,5.01,8.53,8.24,8.18,10,9.22,6.45,9.73,7.92,1,8.53,9.85,0.76,9.66,0.86,9.95,0.25,10,9.86,9,1.5,8.96,5.2,6.84,7.9,8.27,6.45,9.96,8.21,10,10,6.92,7.74,8.22,8.67,10,9.31,10,9.77,10,7.05,5.85,8,10,3,7.32,4.16,7.11,9.84,9.93,9.87,8.54,8.24,8.44
2016,DOM,Dominican Republic,7.49,50,2,8.01,12.75,9.63,1.84,10,10.9,9,25,7,33,8,8.45,8.82,3.94,3.81,4.82,5,3.92,3.53,8.03,2.43,1,4.44,8.96,5.19,9.26,1.85,9.68,1.61,10,9.47,8.75,1.88,8.54,7.3,6.44,8.91,7.91,5.29,8.87,7.08,10,6.99,3.85,10,6.95,7.98,5,10,10,8.33,5.57,3.48,6.26,8,2.78,10,6.01,2.81,4.44,9.21,4.03,7.91,6.45,5.81,6.72
2016,DZA,Algeria,5.05,157,4,2.08,32.94,7.82,8.51,4.02,35.95,7,35,2,53,4.5,3.77,4.43,4.19,4.33,4.69,4.17,4.44,4.51,6.63,6.14,0.71,4.17,6.96,-15.22,8.34,4.15,8.72,6.4,5,7.25,8.48,2.28,6.22,18.9,5.92,10.21,6.87,4.96,0,2.48,5.56,1.66,0,1.11,0.92,3.96,0,5.3,10,5.1,5.57,3.9,5.96,6,7.76,3,5.36,3.72,1.78,9.24,4.77,8.52,7.03,5.84,5.44
2016,ECU,Ecuador,6.44,113,3,6,19.6,9.59,2,6.67,26.65,6,36,4,48,5,5.96,6.64,2.59,3.48,3.81,2.5,4.2,4.31,8.59,4.84,1,4.29,9.4,3,9,2.49,9.66,1.72,5,8.26,6.53,5.2,7.54,12.3,4.88,12.79,6.32,3.12,5.24,4.18,10,6.99,3.08,10,6.69,6.8,8,7.71,10,8.57,4.43,2.19,6.37,6,0.65,10,4.94,2.09,3.56,8.22,5.57,8.76,2.53,5.12,6.21
2016,EGY,"Egypt, Arab Rep.",5.15,155,4,8.2,12.13,7.07,11.25,1.06,46.28,9,23,5,39,7,3.24,5.31,5.83,4.15,4.88,1.67,4.14,3.33,8.22,6.33,0.41,3.4,6.34,18.29,9.02,2.45,7.24,13.81,5,6.9,8.28,2.58,6.42,17.9,0,141.41,4.9,5.34,2.02,3.68,9.18,1.66,4.62,5.2,3.82,5.4,2,0,10,4,10,4.56,5.91,8,0.65,0,4.85,3.69,2,9.46,3.4,8.11,5.61,5.38,4.74
2016,ESP,Spain,7.83,27,1,4.52,24.64,4.64,20.17,10,9.72,5,45,5,45,5,7.88,6.41,7.05,6.74,6.08,8.33,7.99,5.29,7.76,8.71,1,7.25,8.16,9.18,9.83,0.42,9.96,-0.2,10,9.49,9,1.5,8.96,5.2,6.84,7.9,8.27,6.18,9.96,8.07,10,10,3.08,7.74,6.94,8.32,10,7.97,10,9.32,3.9,3.63,6.41,8,5.07,10,6.17,2.96,7.78,9.49,9.43,7.52,8.3,7.58,7.69
2016,EST,Estonia,8.1,11,1,3.47,28.19,5.87,15.64,8.44,20.45,10,20,4,42,7,7.75,6.51,7.98,7.21,7.34,8.33,7.11,5.7,9.5,8.34,1,7.69,7.83,10.87,9.51,1.22,9.97,0.15,10,9.33,9,1.5,8.96,5.2,6.84,7.9,8.27,7.06,9.92,8.49,10,10,5.38,7.74,7.71,8.62,10,10,10,10,6.67,6.02,8.64,4,9.25,3,6.26,5.13,9.56,9.82,9.65,9.24,9.44,8.81,8.36
2016,ETH,Ethiopia,5.6,149,4,7.49,14.55,9.57,2.06,3.67,37.15,7,35,3,48,5,4.57,6.06,4.11,4.39,4.83,1.67,5.66,5.55,7.04,5.02,0.88,4.5,9.02,4.9,5.37,11.58,8.55,7.27,0,5.73,5.88,6.18,6.52,17.4,5.34,11.66,5.91,4.7,2.22,3.46,10,1.66,0,0.22,0.63,5,2,9.22,10,7.07,6.67,4.47,5.54,10,7.04,10,7.29,4.63,1.11,8.34,4.71,8.77,6.57,5.69,6.68
2016,FIN,Finland,7.82,30,1,2.86,30.28,3.37,24.85,8.86,19,3,48-54,2,54-60,2.5,6.88,4.89,8.66,8.6,9.29,10,9,6.29,7.8,9.69,1,8.67,7.84,10.82,9.68,0.81,9.93,0.36,10,9.36,9,1.5,8.96,5.2,6.84,7.9,8.27,7.88,9.12,8.5,10,10,3.08,7.74,6.94,8.43,10,8.39,10,9.46,3.9,4.24,2.06,8,10,3,5.2,6.2,7.78,9.52,9.47,9.86,8.96,8.63,7.77
