Year,ISO_Code,Countries,Economic Freedom Summary Index,Rank,Quartile,Government consumption,data,Transfers and subsidies,data,Government investment,data,Top marginal income tax rate,data,Top marginal income and payroll tax rate,data,Top marginal tax rate,State ownership of assets,Size of Government,Judicial independence,Impartial courts,Protection of property rights,Military interference in rule of law and politics,Integrity of the legal system,Legal enforcement of contracts,Regulatory restrictions on the sale of real property,Reliability of police,Gender Legal Rights Adjustment,Legal System & Property Rights,Money growth,data,Standard deviation of inflation,data,Inflation: Most recent year,data,Freedom to own foreign currency bank accounts,Sound Money,Revenue from trade taxes (% of trade sector),data,Mean tariff rate,data,Standard deviation of tariff rates,data,Tariffs,Non-tariff trade barriers,Compliance costs of importing and exporting,Regulatory trade barriers,Black market exchange rates,Financial Openness,Capital controls,Freedom of foreigners to visit,Controls of the movement of capital and people,Freedom to trade Internationally,Ownership of banks,Private sector credit,Interest rate controls/negative real interest rates),Credit market regulations,Hiring regulations and minimum wage,Hiring and firing regulations,Centralized collective bargaining,Hours Regulations,Mandated cost of worker dismissal,Conscription,Labor market regulations,Administrative requirements,Regulatory Burden,Starting a business,Impartial Public Administration,Licensing restrictions,Tax compliance,Business regulations,Regulation
2017,DEU,Germany,7.97,17,1,3.67,27.52,3.08,25.88,10,10.94,5,47,5,47,5,8.62,6.07,7.89,8.19,7.58,10,8.12,7.04,6.81,7.2,1,7.85,7.48,12.59,9.88,0.31,9.7,1.51,10,9.26,9,1.5,8.98,5.1,6.7,8.26,8.23,6.83,9.18,8,10,10,3.08,8.85,7.31,8.38,5,10,10,8.33,8.9,6.17,5.84,8,6.26,10,7.53,6.34,9.33,9.57,10,8.86,9.91,9,8.29
2017,DJI,Djibouti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,DNK,Denmark,8.18,9,1,1.55,34.73,4.85,19.41,9.78,15.78,3,52,2,56,2.5,7.03,5.14,8.53,8.25,8.19,10,9.15,6.57,9.73,7.82,1,8.53,9.97,-0.16,9.74,0.64,9.77,1.15,10,9.87,9,1.5,8.98,5.1,6.7,8.26,8.23,6.58,9.96,8.27,10,10,6.92,9.07,8.66,8.79,10,10,10,10,10,6.89,5.71,8,10,3,7.27,4.27,6.89,9.84,10,9.87,9.93,8.47,8.58
2017,DOM,Dominican Republic,7.44,54,2,7.76,13.61,9.66,1.75,10,13.05,9,25,7,33,8,7.97,8.68,4.02,3.86,5.02,5,3.93,3.53,8.03,2.68,1,4.51,9.08,4.61,9.5,1.25,9.34,3.28,10,9.48,8.77,1.85,8.54,7.3,6.47,8.83,7.92,5.19,8.87,7.03,10,6.99,3.85,10,6.95,7.98,5,10,10,8.33,5.57,3.7,6.08,8,2.78,10,6.02,3.12,4.67,9.22,3.68,7.55,3.67,5.32,6.56
2017,DZA,Algeria,4.78,159,4,2.71,30.8,7.82,8.51,4.61,33.88,7,35,2,53,4.5,2.98,4.52,4.21,4.32,4.8,4.17,4.24,4.39,6.63,6.1,0.71,4.14,7.22,-13.91,8.5,3.76,8.88,5.59,5,7.4,8.48,2.28,6.24,18.8,5.94,10.15,6.89,4.77,0.47,2.62,0,1.66,0,0.77,0.81,2.58,0,5.3,10,5.1,5.57,4.14,6.05,6,7.76,3,5.42,3.72,1.78,9.32,4.06,8.69,4.12,5.28,5.27
2017,ECU,Ecuador,6.51,113,3,6.01,19.57,9.59,2,6.25,28.11,6,36,4,48,5,5.95,6.56,3.09,3.52,3.95,2.5,4.27,4.31,8.59,4.74,1,4.37,9.92,0.41,9.15,2.13,9.92,0.42,5,8.5,6.53,5.2,7.56,12.2,4.92,12.69,6.34,3.24,5.24,4.24,10,6.99,3.08,10,6.69,6.82,8,7.71,10,8.57,4.43,2.38,6.41,6,0.65,10,4.98,2.14,3.11,8.22,4.71,8.76,5.44,5.4,6.32
2017,EGY,"Egypt, Arab Rep.",4.94,157,4,8.74,10.28,7.07,11.25,0,58.5,9,23,5,39,7,3.42,5.25,5.89,4.21,5.46,1.67,4.15,3.33,8.2,6.32,0.41,3.46,5.78,21.1,7.45,6.38,4.1,29.5,5,5.58,8.28,2.58,6.18,19.1,0,139.81,4.82,5.39,2.02,3.7,10,1.66,4.62,10,5.42,5.99,2,0,9,3.67,10,4.8,6.38,8,0.65,0,4.97,3.69,2.89,9.21,1.71,8.09,2,4.6,4.41
2017,ESP,Spain,7.77,34,1,4.64,24.23,4.77,19.68,10,9.63,4,45,4,45,4,7.78,6.24,7.01,6.72,5.94,8.33,7.99,5.29,7.75,8.64,1,7.21,7.44,12.79,9.76,0.59,9.61,1.96,10,9.2,9,1.5,8.98,5.1,6.7,8.26,8.23,6.29,9.96,8.13,10,10,3.08,8.63,7.24,8.4,10,7.97,10,9.32,3.9,3.48,6.41,8,5.07,10,6.14,2.9,7.56,9.52,10,8.51,8.98,7.91,7.79
2017,EST,Estonia,8.03,13,1,3.42,28.36,6.05,14.98,7.79,22.74,10,20,4,42,7,7.75,6.4,7.9,7.19,7.33,8.33,7.15,5.7,9.5,8.31,1,7.68,7.53,12.34,9.46,1.34,9.32,3.42,10,9.08,9,1.5,8.98,5.1,6.7,8.26,8.23,7,9.92,8.46,10,10,5.38,8.96,8.12,8.7,10,9.86,9,9.62,6.67,5.89,8.62,4,9.25,3,6.24,5.09,10,9.83,10,9.24,9.65,8.97,8.28
2017,ETH,Ethiopia,5.73,145,4,7.55,14.32,9.61,1.93,3.93,36.24,7,35,3,48,5,4.21,6.06,4.25,4.55,4.83,1.67,5.62,5.55,7.04,5.02,0.88,4.53,8.52,7.4,8.9,2.74,8.03,9.85,0,6.36,5.87,6.19,6.52,17.4,5.34,11.66,5.91,4.7,3.28,3.99,10,1.66,0,0.22,0.63,5.13,2,9.22,10,7.07,6.67,4.47,5.54,10,7.04,10,7.29,4.63,2.44,8.42,3.83,8.71,3.97,5.33,6.56
2017,FIN,Finland,7.87,24,1,3.03,29.69,3.64,23.83,8.97,18.59,3,48-54,2,54-59,2.5,6.88,5,8.64,8.61,9.28,10,8.95,6.29,7.8,9.68,1,8.65,7.28,13.59,9.72,0.69,9.85,0.75,10,9.21,9,1.5,8.98,5.1,6.7,8.26,8.23,7.86,9.12,8.49,10,10,3.08,8.96,7.35,8.52,10,9.7,10,9.9,3.9,4.18,2.24,8,10,3,5.22,6.14,8.22,9.43,9.66,9.86,8.95,8.71,7.94
2017,FJI,Fiji,6.61,106,3,4.69,24.06,9.06,3.95,4.14,35.51,5,49,5,49,5,6.32,5.84,4.17,6.07,4.5,,5.76,4.88,7.71,4.9,0.88,5.11,8.95,5.27,9.37,1.56,9.33,3.35,0,6.91,6.46,5.31,7.78,11.1,0,27.53,4.75,3.83,6.42,5.13,10,1.66,0,10,3.89,5.94,10,9.29,10,9.76,8.9,,,10,8.27,10,9.29,,6.67,8.55,6.56,8.62,5.11,7.1,8.72
2017,FRA,France,7.6,45,2,2.84,30.36,2.3,28.75,9.95,15.19,5,50,2,60-62,3.5,8.28,5.37,7.35,7.53,7.51,8.33,7.91,5.84,6.81,7.78,1,7.38,7.39,13.06,9.94,0.14,9.79,1.03,10,9.28,9,1.5,8.98,5.1,6.7,8.26,8.23,5.35,9.96,7.66,10,10,5.38,8.3,7.89,8.44,8,8.82,10,8.94,2.23,2.6,6.71,4,8.13,10,5.61,3.04,8.89,9.88,9.29,7.93,9.33,8.06,7.54
2017,GAB,Gabon,5.87,140,4,4.48,24.78,9.44,2.55,10,8.22,5,40,2,53,3.5,5.45,6.57,4.09,3.55,5.15,3.33,5.06,2.92,4.29,6.45,0.41,3.07,7.55,-12.27,7.82,5.46,9.47,2.65,0,6.21,7.48,3.78,6.46,17.7,6.11,9.74,6.68,6.84,3.57,5.2,10,1.66,1.54,5.75,2.98,6.22,5,9.33,10,8.11,7.23,5.99,5.49,8,8.5,10,7.54,6.29,2.67,8.94,7.7,6.42,7.67,6.61,7.42
2017,GBR,United Kingdom,8.27,6,1,5.2,22.31,5.48,17.1,9.88,15.42,6,45,2,64,4,8.22,6.56,8.25,8.05,8.72,10,7.87,6.07,8.02,8.31,1,8.16,9.03,4.87,9.71,0.72,9.49,2.56,10,9.56,9,1.5,8.98,5.1,6.7,8.26,8.23,6.98,9.31,8.15,10,10,4.62,8.52,7.71,8.52,8,8.63,10,8.88,8.9,6.9,7.96,8,8.53,10,8.38,5.02,6.44,9.86,10,9.52,9.72,8.43,8.56
2017,GEO,Georgia,8.18,9,1,6.9,16.55,6.91,11.85,8.4,20.59,10,20,10,20,10,7.65,7.97,5.27,5.82,5.58,,5.92,6.8,9.98,7.02,1,6.62,7.86,10.68,8.91,2.72,8.79,6.04,10,8.89,9.89,0.17,9.7,1.5,8.29,4.28,9.29,6.52,9.57,8.05,10,10,6.92,9.85,8.92,9.07,10,9.64,10,9.88,6.67,5.76,7.19,8,9.25,3,6.64,6.13,8.44,9.91,8.71,9.89,7.96,8.51,8.34
2017,GHA,Ghana,6.65,102,3,8.49,11.14,9.16,3.59,10,11.99,9,25,5,37,7,8.23,8.58,6.61,4.87,5.6,5,5.41,3.72,7.11,6.19,0.94,5.4,7.48,12.58,8.79,3.04,7.53,12.37,0,5.95,8.07,2.9,7.6,12,6.98,7.56,7.55,5.63,3.97,4.8,10,0,3.85,5.86,3.24,6.4,8,7.19,10,8.4,10,5.79,6.02,8,0,10,6.64,4.7,5.78,9.38,3.56,8.14,3.26,5.8,6.94
2017,GIN,Guinea,5.54,148,4,6.73,17.12,,,0.62,47.82,5,40,3,48,4,6.12,4.37,3.93,2.92,4.79,0.83,4.18,5.39,6.6,1.97,0.65,3.15,9.03,4.84,8.8,3,8.22,8.92,5,7.76,9.25,1.13,7.58,12.1,7.05,7.38,7.96,4.54,1.9,3.22,10,0,0.83,2.43,1.09,5.57,,10,10,10,5.57,4.82,7.51,6,8.13,0,5.34,4.18,2.44,9.1,3.46,8.45,3.49,5.19,6.84
2017,GMB,"Gambia, The",7.2,67,2,9.3,8.38,9.58,2.04,0,53.14,8,30,8,30,8,6.84,6.74,5.61,5.77,4.94,3.33,5.69,5.09,6.25,7.28,0.88,5.17,10,0,9.46,1.35,8.39,8.03,10,9.46,5.24,7.14,7.56,12.2,7.02,7.44,6.61,5.28,4.8,5.04,8.89,10,7.69,10,9.23,7.44,10,2.51,9,7.17,10,4.56,7.1,10,5.51,10,7.86,5.68,3.33,7.93,6.7,8.57,6.52,6.45,7.16
2017,GNB,Guinea-Bissau,5.54,148,4,8.85,9.92,9.84,1.1,8.61,19.85,9,25,4,45,6.5,5.39,7.84,3.73,3.22,1.52,3.33,4.54,3.3,7.32,0,0.41,2.38,7.45,12.77,7.89,5.28,9.73,1.36,0,6.27,6.42,5.37,7.56,12.2,7.02,7.44,7,5.12,4.33,4.73,10,1.66,0.77,1.55,1.33,5.76,10,7.6,4,7.2,3.33,,,8,2.52,0,3.46,,2.67,8.75,2.58,8.54,3.58,5.22,5.3
2017,GRC,Greece,6.7,97,3,5.19,22.36,3.99,22.57,3.24,38.65,4,55,0,68,2,7.67,4.42,6.15,4.95,4.79,8.33,6.99,3.31,8.04,5.49,1,6.01,6.86,15.71,9.5,1.24,9.78,1.12,5,7.78,9,1.5,8.98,5.1,6.7,8.26,8.23,6.5,9.42,7.96,10,7.49,0.77,8.52,5.59,7.95,10,10,10,10,5.57,4.16,5.66,6,5.51,3,4.98,2.21,6.67,9.58,7.74,8.91,7.32,7.07,7.35
2017,GTM,Guatemala,7.7,39,1,8.51,11.06,9.86,1,10,8.81,10,7,9,21,9.5,9.31,9.44,5.44,4.05,5.04,6.67,4.29,3.39,8.33,3.14,0.94,4.89,8.75,6.24,9.88,0.3,9.12,4.42,10,9.44,9.28,1.08,8.88,5.6,7.51,6.22,8.56,5.76,6.62,6.19,10,10,6.92,8.85,8.59,8.33,10,8.88,10,9.63,3.33,4.98,7.08,4,1.27,3,3.94,3.22,5.33,9.33,4.45,7.16,4.61,5.68,6.42
2017,GUY,Guyana,6.56,109,3,5.79,20.32,,,6.29,27.99,5,40,5,40,5,6.31,5.85,5.65,5.36,4.43,6.67,3.95,4.45,7.64,5.8,0.94,5.33,9.87,0.67,8.92,2.71,9.62,1.9,5,8.35,,,7.82,10.9,5.12,12.21,6.47,8.03,1.45,4.74,10,10,5.83,5.75,7.2,7.1,10,0,9,6.33,8.9,7.99,8.75,4,7.41,10,7.84,7.13,4.44,9.32,6.86,7.52,6.83,7.02,7.06
2017,HKG,"Hong Kong SAR, China",8.98,1,1,7.99,12.82,9.42,2.62,7.79,22.72,10,17,10,17,10,7.65,8.57,8.09,8.63,8.62,8.33,7.41,6.13,6.95,8.88,1,7.88,9.37,3.15,9.69,0.79,9.7,1.48,10,9.69,9.99,0.01,10,0,10,0,10,8.1,9.66,8.88,10,10,6.92,10,8.97,9.46,10,10,10,10,10,8,8.7,10,9.5,10,9.37,7.14,9.56,9.94,7.4,9.74,6.97,8.46,9.28
2017,HND,Honduras,7.15,71,2,7.31,15.13,10,0.22,9.45,16.91,9,27,9,27,9,8.48,8.85,4.43,3.65,4.29,4.17,3.51,2.86,7.58,3.05,0.94,4.07,7.87,10.63,9.24,1.9,9.21,3.93,10,9.08,9.45,0.82,8.86,5.7,6.85,7.87,8.39,5.16,4.54,4.85,10,1.66,2.31,8.85,4.27,6.88,10,9.63,9,9.54,0,4.49,5.78,8,2.52,10,5.13,2.76,4.44,9.16,5.55,9.37,4.66,5.99,6.89
2017,HRV,Croatia,7.43,55,2,4.3,25.38,5.7,16.3,10,13.66,5,36-42,1,56-60,3,6.94,5.99,5.76,4.77,4.32,8.33,6.6,4.64,7.8,5.87,1,6.01,7.94,10.31,9.78,0.54,9.77,1.13,10,9.37,9,1.5,8.98,5.1,6.7,8.26,8.23,6.7,9.96,8.33,10,6.99,4.62,8.96,6.86,8.35,8,10,10,9.33,5.57,2.6,6.52,6,7.51,10,6.36,1.45,6.89,9.17,6.61,8.52,6.39,6.5,7.4
2017,HTI,Haiti,6.55,110,3,9.51,7.67,9.92,0.81,7.06,25.28,8,30,,,8,7.82,8.46,3.88,3.2,2.89,0,2.49,3.88,2.76,3.45,0.82,2.57,7.78,11.09,8.35,4.13,7.07,14.67,5,7.05,,,8.24,8.8,5.78,10.56,7.01,4.95,7.26,6.11,10,10,6.15,10,8.72,7.96,8,7.48,9,8.16,6.67,4.69,6.27,10,10,10,7.94,2.73,0.22,4.75,3.79,9.28,3.06,3.97,6.69
2017,HUN,Hungary,7.57,48,2,3.21,29.1,5.66,16.43,8.48,20.33,10,15,4,43,7,5.63,5.99,5.48,5.65,4.27,10,6,4.62,8.03,5.77,1,6.23,9.81,-0.93,9.53,1.18,9.53,2.35,10,9.72,9,1.5,8.98,5.1,6.7,8.26,8.23,5.43,9.96,7.7,10,10,3.85,8.74,7.53,8.36,8,9.14,9,8.71,7.23,5.59,6.38,4,7.76,10,6.83,3.33,6.89,9.59,7.76,7.78,7.58,7.16,7.57
2017,IDN,Indonesia,7.31,61,2,7.73,13.71,9.66,1.76,10,11.8,8,30,7,35,7.5,7.68,8.51,5.99,5.13,6.16,4.17,5.14,4.41,6.72,5.56,0.82,4.93,9.94,0.32,9.56,1.09,9.24,3.81,10,9.68,9.53,0.71,8.38,8.1,5.76,10.61,7.89,5.51,3.9,4.7,10,4.16,1.54,10,5.23,6.96,5,9.61,10,8.2,1.1,5.84,6.19,10,0,5,4.69,5.15,4.67,9.33,6.21,7.46,6.1,6.49,6.46
2017,IND,India,6.68,98,3,7.13,15.75,8.44,6.22,7.15,24.98,8,35,8,35,8,7.1,7.56,6.45,6.12,5.47,6.67,6.38,4.43,5.95,5.98,0.82,5.41,8.28,8.62,9.26,1.86,9.5,2.49,5,8.01,8.71,1.94,7.24,13.8,3.27,16.84,6.4,5.87,6.36,6.12,10,1.66,0,0.44,0.7,5.8,2,7.65,10,6.55,7.22,5.99,5.94,5,6.3,10,6.74,5.72,3.78,9.32,5.24,9.36,5.97,6.56,6.62
2017,IRL,Ireland,8.13,11,1,3.78,27.14,7.28,10.5,10,7.74,5,40,2,51,3.5,7.92,6.5,8.13,7.45,8.19,10,8.78,4.72,7.27,7.89,1,7.8,8,10.02,9.18,2.04,9.93,0.34,10,9.28,9,1.5,8.98,5.1,6.7,8.26,8.23,6.62,9.08,7.85,10,10,7.69,8.52,8.74,8.7,8,9.93,9,8.98,8.9,5.03,7.14,10,6.37,10,7.91,5,8,9.84,9.54,8.47,8.5,8.22,8.37
2017,IRN,"Iran, Islamic Rep.",5.79,141,4,5.29,22,7.99,7.88,5.14,32.02,7,35,7,35,7,4.15,5.91,3.85,3.71,4.77,7.5,5.26,4.62,7.54,5.59,0.41,3.78,9.57,-2.14,4.56,13.61,8,9.99,10,8.03,7.52,3.72,4.68,26.6,0,28.2,4.07,4.94,4.39,4.66,9.3,2.83,0.83,10,4.55,5.65,0,9.22,10,6.41,7.77,4.47,5.31,8,2.52,1,4.84,3.61,1.33,7.67,5.42,8.79,5.67,5.41,5.55
2017,IRQ,Iraq,5.47,150,4,3.83,26.98,8.02,7.78,0.01,49.95,10,15,8,28,9,4.76,5.12,5.05,3.69,,0,3.25,4.84,6.74,,0.47,2.89,8.38,-8.1,3.67,15.83,9.96,0.18,10,8,9.56,0.66,,,,,9.56,6.37,0.46,3.41,7.71,,2.31,0,1.15,5.46,,4.06,10,7.03,2.23,,,6,6.55,10,6.19,,0,8.69,2.73,8.2,1.9,4.3,5.84
2017,ISL,Iceland,7.82,29,1,2.42,31.77,7.99,7.88,10,12.33,4,46,3,53,3.5,7.18,6.22,8,8.31,8.11,10,8.63,6.78,8.75,8.96,1,8.44,8.15,9.27,9.16,2.1,9.65,1.76,10,9.24,9.89,0.17,9.2,4,2.02,19.96,7.03,5.26,8.77,7.01,10,4.49,3.08,9.18,5.58,7.41,2,10,10,7.33,5.57,7.28,4.92,8,10,10,7.63,5.2,8.22,9.59,9.7,9.55,8.5,8.46,7.81
2017,ISR,Israel,7.59,47,2,3.19,29.15,6.57,13.1,10,12.79,5,50,5,50,5,7.58,6.47,7.18,7.3,7.53,4.17,7.71,4.61,6.93,6.89,0.88,6.16,7.99,-10.05,9.59,1.04,9.95,0.24,10,9.38,9.72,0.42,9.24,3.8,6.82,7.94,8.59,5.96,7.33,6.65,10,10,6.15,10,8.72,8.49,10,8.74,10,9.58,8.9,5.81,7.08,8,2.52,0,5.38,4.45,8.22,9.59,6.77,7.54,7.45,7.34,7.43
2017,ITA,Italy,7.61,42,2,4.76,23.8,3.54,24.19,10,12.44,4,44-47,1,61-63,2.5,8.69,5.9,6.29,5.1,5.39,10,6.7,3.67,8.25,5.98,1,6.42,7.18,14.12,9.88,0.3,9.75,1.23,10,9.2,9,1.5,8.98,5.1,6.7,8.26,8.23,6.38,9.96,8.17,10,10,6.92,9.18,8.7,8.77,10,8.81,10,9.6,5.57,3.24,4.05,8,10,10,6.81,1.85,7.33,9.66,7.57,7.2,7.29,6.82,7.74
2017,JAM,Jamaica,7.6,45,2,7.47,14.61,8.38,6.45,10,10.87,8,30,5,40,6.5,8.21,8.11,6.92,5.71,5.93,10,4.6,3.27,6.42,4.51,0.94,5.75,6.06,19.7,9.45,1.38,9.12,4.38,10,8.66,7.36,3.96,8.3,8.5,5.51,11.22,7.06,6.54,5.69,6.12,10,6.99,1.54,10,6.18,7.34,10,9.67,9,9.56,8.9,5.02,7.17,10,6.55,10,7.94,3.67,5.56,9.86,7.01,8.61,6.86,6.93,8.14
2017,JOR,Jordan,7.47,51,2,7.3,15.19,8.22,7.02,8.86,19,10,20,5,37,7.5,7.63,7.9,5.78,5.84,6.46,7.08,6.07,3.73,6.72,8.15,0.35,4.21,9.89,0.57,9.28,1.81,9.34,3.32,10,9.62,9.17,1.24,8.02,9.9,3.98,15.05,7.06,5.02,6.73,5.87,10,10,6.15,10,8.72,7.91,10,6.16,10,8.72,7.77,5.24,7.09,6,10,10,7.68,4.23,4.44,9.35,6.8,9.82,5.12,6.63,7.68
2017,JPN,Japan,7.92,18,1,4.07,26.17,4.16,21.92,8.38,20.68,3,56,3,56,3,9.37,5.8,7.81,7.98,8.41,8.33,8.11,5.54,7.85,8.61,0.94,7.6,8.52,7.41,9.54,1.15,9.91,0.47,10,9.49,9.64,0.54,9.2,4,4.14,14.64,7.66,6.09,8.89,7.49,10,10,8.46,6.86,8.44,8.4,8,8.08,10,8.69,8.9,3.93,7.96,8,10,10,8.13,4.65,9.33,9.57,8.96,8.06,8.18,8.13,8.32
2017,KAZ,Kazakhstan,7.28,64,2,6.86,16.69,8.63,5.51,9.37,17.19,10,10,8,30,9,5.56,7.88,4.14,4.03,5.17,8.33,4.88,5.04,9.9,5.22,0.88,5.5,8.43,7.85,8.25,4.39,8.51,7.44,10,8.8,6.99,4.51,8.7,6.5,7.32,6.7,7.67,5.81,5.76,5.78,10,1.66,2.31,6.75,3.57,6.76,8,8.8,10,8.93,10,5.12,6.07,10,9.25,3,7.24,4.44,6,9.84,3.79,9.26,3.75,6.18,7.45
2017,KEN,Kenya,6.86,86,3,7.58,14.24,8.85,4.72,0.47,48.34,8,30,8,30,8,7.66,6.51,5.59,5.18,5.18,6.46,4.59,4.42,7.1,5.2,0.88,5.14,9.23,3.84,9.36,1.59,8.4,8.01,10,9.25,7.53,3.7,7.44,12.8,5.19,12.03,6.72,5.35,5.68,5.52,10,6.99,3.85,3.76,4.87,6.78,10,0,10,6.67,6.67,5.51,6.44,8,6.3,10,7.15,5.02,3.78,9,4.14,8.32,6.19,6.08,6.63
2017,KGZ,Kyrgyz Republic,7.15,71,2,6.69,17.27,7.22,10.69,,,10,10,7,32,8.5,7.52,7.48,4.31,3.75,4.28,,5.3,4.52,9.87,4.13,0.88,4.86,8.62,6.9,9.06,2.35,9.36,3.18,10,9.26,7.93,3.1,8.68,6.6,7.68,5.81,8.1,5.05,7.83,6.44,10,5.34,1.54,8.52,5.13,7.42,8,9.13,8,8.38,5,4.47,6.12,10,7.76,1,5.72,3.81,3.11,9.66,5.16,8.6,6.45,6.13,6.74
2017,KHM,Cambodia,7.13,74,2,9.84,6.53,9.61,1.94,4.62,33.84,10,20,10,20,10,7.81,8.37,3.15,3.27,4.27,,1.77,1.82,7.55,3.51,1,3.62,8.41,7.95,9.63,0.94,9.42,2.89,10,9.36,8.83,1.75,7.78,11.1,6.45,8.88,7.69,5.31,3.99,4.65,10,10,5.38,10,8.46,7.7,,10,9,9.5,6.67,5.33,5.78,10,6.3,5,6.51,4.15,4.22,6.08,1.37,4.99,1.9,3.79,6.6
2017,KOR,"Korea, Rep.",7.74,36,1,4.65,24.18,7.07,11.26,10,14.6,7,44,5,48,6,7.22,6.99,6.14,6.59,6.71,6.67,7.55,6.88,8.22,7.29,0.88,6.59,8.97,5.17,9.69,0.79,9.61,1.94,10,9.57,9.59,0.62,7.26,13.7,0,56.31,5.62,5.52,9.59,7.55,10,10,6.15,10,8.72,7.97,8,10,10,9.33,5.57,4.31,6.64,10,2.52,0,4.84,3.66,9.78,9.72,9.37,9.99,8.74,8.54,7.57
2017,KWT,Kuwait,6.58,107,3,0.99,36.64,6.9,11.89,6.46,27.4,10,0,10,20,10,5.38,5.94,6.21,5.88,6,8.33,6.24,5.07,9.17,6.74,0.47,4.93,9.69,1.57,4.31,14.23,9.57,2.17,10,8.39,9.38,0.93,9.06,4.7,7.71,5.73,8.72,5.29,3.59,4.44,10,6.99,2.31,6.31,5.2,7.09,10,10,7,9,10,4.87,6.27,4,4.39,3,5.42,4.02,1.56,8.84,4.67,7.15,4.69,5.15,6.53
2017,LAO,Lao PDR,6.54,111,3,6.91,16.51,9.89,0.9,6.55,27.09,9,24,9,24,9,3.08,7.09,5.46,4.12,4.58,,2.46,3.08,8.45,5.34,1,4.78,6.1,19.49,8.57,3.57,9.83,0.83,5,7.38,9.02,1.47,8.3,8.5,7.35,6.63,8.22,5.39,7.44,6.42,10,1.66,1.54,10,4.4,7.26,,8.25,10,9.13,5.57,4.63,6.69,10,1.02,1,4.82,4.7,2.44,6.6,2.48,9.41,2.56,4.7,6.21
2017,LBN,Lebanon,7.02,81,2,8.1,12.46,8.02,7.75,10,7.91,10,20,8,26,9,7.13,8.45,4.6,4.07,5.29,3.33,5.14,3.16,7.33,4.29,0.82,4.24,9.32,3.42,9.36,1.61,9.14,4.32,10,9.45,9.1,1.35,8.8,6,5.01,12.48,7.64,5.04,3.12,4.08,10,4.49,1.54,10,5.34,6.76,10,0,10,6.67,5.57,4.92,6.51,8,10,10,7.5,3.24,0.44,8.97,3.95,6.39,3.83,4.47,6.21
2017,LBR,Liberia,6.49,115,3,8.67,10.52,8.64,5.47,1.23,45.7,9,25,7,31,8,7.19,6.75,5.62,3.46,4.16,5,4.2,2.87,4.63,4.38,1,4.29,9.59,2.06,8.94,2.65,7.52,12.42,10,9.01,6.43,5.35,7.96,10.2,7.02,7.45,7.14,4.67,0,2.33,10,7.17,8.46,1.66,5.76,6.31,8,0,9,5.67,6.67,4.55,5.91,8,3.09,10,6.37,4.62,3.33,9.29,5.7,9.43,5.27,6.28,6.1
2017,LBY,Libya,4.68,160,4,0,59.86,,,,,10,14,9,25,9.5,5.73,5.08,4.48,2.69,3.28,5,5.11,3.62,,4.66,0.71,3.51,6.89,15.53,4.57,13.57,4.3,28.5,10,6.44,,,,,,,,5.75,4.26,5.01,0,1.66,0.77,0.33,0.92,1.98,,10,7,8.5,7.23,4.35,6.7,8,4.39,10,6.78,4.27,0,8.55,0.76,,1.61,3.04,6.11
2017,LKA,Sri Lanka,6.65,102,3,8.6,10.75,9.32,2.99,9.08,18.23,9,24,8,26,8.5,5.82,8.26,6.17,5.52,4.68,5,5.59,3.61,7.55,5.05,0.88,5.08,7.89,10.53,8.82,2.94,8.46,7.7,5,7.54,6.35,5.47,8.14,9.3,4.31,14.23,6.27,5.24,,5.24,10,1.66,0,0.33,0.66,5.54,5,7.74,10,7.58,10,4.07,6.66,8,0,10,6.45,3.41,5.56,9.61,5.02,9.5,5.3,6.4,6.81
2017,LSO,Lesotho,6.65,102,3,1.75,34.04,9.15,3.63,3.35,38.26,8,30,8,30,8,7.63,5.98,6.09,4.7,4.63,,5.75,3.93,6.56,7.55,0.94,5.43,9.21,3.93,8.21,4.47,8.94,5.32,5,7.84,7.14,4.29,8.48,7.6,5.65,10.87,7.09,3.52,9.8,6.66,10,1.66,1.54,4.54,2.58,6.58,10,10,9,9.67,6.67,4.17,4.31,8,6.55,10,6.62,4.72,4.44,9,5.03,7.91,4.82,5.99,7.42
2017,LTU,Lithuania,8.04,12,1,5.65,20.79,6.41,13.68,9.64,16.25,10,15,4,41,7,8.2,7.38,7.3,6.03,5.67,8.33,6.78,6.24,9.67,6.46,1,7.06,7.45,12.75,9.38,1.54,9.26,3.72,10,9.02,9,1.5,8.98,5.1,6.7,8.26,8.23,5.69,9.77,7.73,10,8.2,6.92,8.74,7.95,8.48,10,10,10,10,8.33,4.04,8.28,8,8.5,3,6.69,3.35,10,9.76,8.07,9.71,7.36,8.04,8.25
2017,LUX,Luxembourg,7.83,28,1,1.31,35.53,4.29,21.47,8.04,21.87,6,45,6,45,6,8.37,5.6,8.13,7.93,8.76,10,8.66,7.46,6.18,8.61,1,8.22,7.61,11.95,9.41,1.49,9.65,1.73,10,9.17,9,1.5,8.98,5.1,6.7,8.26,8.23,6.79,9.96,8.38,10,,3.85,9.18,6.51,8.28,8,10,9,9,2.23,4.69,6.83,6,8.5,10,6.38,5.63,7.11,9.39,10,8.36,9.68,8.36,7.91
